amfi_code,date,nav,daily_return
100016,2023-02-03,512.7785,5.94330060275341
100016,2023-02-05,565.6753,10.31572111545238
100016,2023-02-06,563.6716,-0.3542138042795906
100016,2023-02-08,569.2005,0.9808725506128102
100016,2023-02-10,582.5895,2.3522467039294614
100016,2023-02-11,582.6704,0.013886278417296616
100016,2023-02-13,487.4872,-16.335684805680884
100016,2023-02-14,493.0082,1.1325425570148262
100016,2023-02-15,502.9354,2.0135973397602758
100016,2023-02-16,501.6171,-0.2621211392158984
100016,2023-02-17,502.3612,0.1483402380022536
100016,2023-02-20,500.7778,-0.31519153947398015
100016,2023-02-21,501.045,0.053356997854137056
100016,2023-02-22,508.1265,1.4133461066371256
100016,2023-02-23,502.3938,-1.1282033115769474
100016,2023-02-24,498.8505,-0.7052833852646989
100016,2023-02-27,505.2068,1.2741893613417155
100016,2023-02-28,510.0352,0.9557274367645086
100016,2023-03-01,472.9663,-7.2679101363984255
100016,2023-03-02,478.2065,1.107943631501862
100016,2023-03-03,514.5893,7.608177638739755
100016,2023-03-04,567.2319,10.230022272130412
100016,2023-03-05,566.404,-0.14595441476404902
100016,2023-03-07,576.7654,1.8293303013396711
100016,2023-03-08,561.849,-2.5862161634522374
100016,2023-03-10,580.8402,3.3801252649733105
100016,2023-03-11,579.7325,-0.1907064972431316
100016,2023-03-13,543.7057,-6.214383357841758
100016,2023-03-14,547.4632,0.6910907867988314
100016,2023-03-15,545.984,-0.2701916768104162
100016,2023-03-16,557.892,2.181016293517768
100016,2023-03-17,559.067,0.2106142407491074
100016,2023-03-20,558.0108,-0.18892190023735989
100016,2023-03-21,554.1991,-0.6830871373815661
100016,2023-03-22,559.8766,1.0244513208339745
100016,2023-03-23,564.466,0.8197163446373557
100016,2023-03-24,562.2856,-0.3862765870752072
100016,2023-03-27,565.443,0.5615295856767233
100016,2023-03-28,558.258,-1.2706851088438498
100016,2023-03-29,559.4579,0.21493646306904868
100016,2023-03-30,561.9861,0.45190174274059025
100016,2023-03-31,570.8065,1.5695050108890607
100016,2023-04-01,474.0441,-16.95187423408808
100016,2023-04-04,561.1622,18.377636173512112
100016,2023-04-05,567.8622,1.193950697320667
100016,2023-04-07,576.8293,1.5790978867760375
100016,2023-04-08,570.0239,-1.1797944383199588
100016,2023-04-09,573.398,0.5919225492124092
100016,2023-04-10,581.8024,1.465718401529137
100016,2023-04-12,575.5467,-1.075227603048745
100016,2023-04-13,574.8786,-0.11608093661209518
100016,2023-04-14,574.693,-0.03228507723196383
100016,2023-04-17,573.3032,-0.2418334658678689
100016,2023-04-18,572.031,-0.2219070118569033
100016,2023-04-19,564.5669,-1.3048418704580511
100016,2023-04-20,566.1761,0.28503265069206307
100016,2023-04-21,566.2668,0.016019750745388528
100016,2023-04-24,570.2955,0.7114490907819349
100016,2023-04-25,571.0606,0.13415851957452318
100016,2023-04-26,570.536,-0.09186415592321584
100016,2023-04-27,566.4614,-0.7141705343746807
100016,2023-04-28,567.1145,0.1152947049878339
100016,2023-05-01,478.8877,-15.557140577431895
100016,2023-05-04,557.0355,16.318606637840126
100016,2023-05-05,564.5686,1.352355460289334
100016,2023-05-06,563.3934,-0.20815893763838078
100016,2023-05-07,577.0426,2.4226765879756362
100016,2023-05-09,575.8066,-0.21419562437851036
100016,2023-05-10,581.7779,1.0370322257508002
100016,2023-05-12,574.0293,-1.331882837075804
100016,2023-05-15,561.4787,-2.186404073799031
100016,2023-05-16,573.4711,2.1358601849010395
100016,2023-05-17,569.4279,-0.7050398877990416
100016,2023-05-18,572.4122,0.5240874217789404
100016,2023-05-19,569.0487,-0.5876010329619041
100016,2023-05-22,574.5931,0.9743278562977187
100016,2023-05-23,568.5103,-1.058627400851142
100016,2023-05-24,571.2196,0.47656128657651564
100016,2023-05-25,567.1312,-0.7157317430984467
100016,2023-05-26,566.3889,-0.13088682125053097
100016,2023-05-29,561.5519,-0.8540068493573916
100016,2023-05-30,565.9312,0.7798566793202788
100016,2023-05-31,562.059,-0.6842174455128136
100016,2023-06-01,481.1631,-14.392777270713575
100016,2023-06-02,478.7459,-0.5023660376283989
100016,2023-06-03,521.7123,8.97478182058582
100016,2023-06-04,550.7921,5.573914971910754
100016,2023-06-06,564.4191,2.4740732483272687
100016,2023-06-07,580.8301,2.9075911853443825
100016,2023-06-09,582.0642,0.21247177100498504
100016,2023-06-10,578.7012,-0.577771318009257
100016,2023-06-11,581.5232,0.4876437097417474
100016,2023-06-12,587.8432,1.0868010081111157
100016,2023-06-13,572.7685,-2.564408332017787
100016,2023-06-14,580.6856,1.3822512934981601
100016,2023-06-15,576.8184,-0.6659713965698533
100016,2023-06-16,569.7576,-1.2240940996334326
100016,2023-06-19,571.5717,0.31839856107227504
100016,2023-06-20,569.1125,-0.43025223257204814
100016,2023-06-21,578.8674,1.7140547782731996
100016,2023-06-22,579.3439,0.08231591552745332
100016,2023-06-23,575.5565,-0.6537395146475111
100016,2023-06-26,570.057,-0.9555100150897444
100016,2023-06-27,575.8598,1.017933294389839
100016,2023-06-28,573.262,-0.4511167475138911
100016,2023-06-29,573.7795,0.09027285953020492
100016,2023-06-30,578.9351,0.8985333215982827
100016,2023-07-02,482.6505,-16.631328796612955
100016,2023-07-03,522.3246,8.220047425621658
100016,2023-07-04,557.6109,6.755626673528292
100016,2023-07-06,560.929,0.5950565170085298
100016,2023-07-07,584.1654,4.1424850560409565
100016,2023-07-08,567.2493,-2.8957723274949276
100016,2023-07-09,582.2461,2.643775849525065
100016,2023-07-11,579.9607,-0.39251443676479036
100016,2023-07-12,589.7144,1.6817863693177726
100016,2023-07-13,575.1079,-2.476876942465711
100016,2023-07-14,576.7133,0.2791476173427787
100016,2023-07-17,586.7206,1.7352296192926442
100016,2023-07-18,582.4661,-0.7251322009147132
100016,2023-07-19,578.8072,-0.6281738971590012
100016,2023-07-20,574.6758,-0.7137782667527293
100016,2023-07-21,578.6584,0.693016827922821
100016,2023-07-24,581.2514,0.4481054798478601
100016,2023-07-25,580.7388,-0.08818903489953289
100016,2023-07-26,576.3533,-0.755158773617326
100016,2023-07-27,577.1207,0.13314749824457905
100016,2023-07-28,569.5056,-1.3194986767932737
100016,2023-07-31,570.5207,0.1782423210588302
100016,2023-08-02,475.7347,-16.613945821773
100016,2023-08-03,527.3425,10.84802096630748
100016,2023-08-05,561.939,6.560537032384084
100016,2023-08-06,562.2606,0.05723041113003813
100016,2023-08-08,573.2563,1.9556234244405557
100016,2023-08-09,589.1525,2.772965600203614
100016,2023-08-11,579.3189,-1.6691094411039664
100016,2023-08-12,588.0119,1.5005552209672368
100016,2023-08-14,570.5953,-2.961946858558473
100016,2023-08-15,571.5572,0.16857832512815474
100016,2023-08-16,569.9315,-0.284433474024981
100016,2023-08-17,563.6234,-1.1068172227715278
100016,2023-08-18,565.5951,0.34982578792861485
100016,2023-08-21,564.5744,-0.18046478832649537
100016,2023-08-22,564.0841,-0.08684417855289173
100016,2023-08-23,558.3838,-1.0105408041106045
100016,2023-08-24,566.5681,1.4657122932291378
100016,2023-08-25,571.2603,0.8281793486078826
100016,2023-08-28,576.4358,0.905979288250891
100016,2023-08-29,575.1817,-0.2175610883293544
100016,2023-08-30,566.7691,-1.4625986883796904
100016,2023-08-31,576.9127,1.7897235399742195
100016,2023-09-01,477.7684,-17.185321106642306
100016,2023-09-02,479.4358,0.34899754776582803
100016,2023-09-03,540.0526,12.64336121749774
100016,2023-09-05,563.3736,4.318283070945306
100016,2023-09-06,570.1945,1.2107241091879217
100016,2023-09-08,572.7737,0.45233687803021283
100016,2023-09-10,584.0455,1.9679325360085542
100016,2023-09-11,567.0393,-2.911793687306885
100016,2023-09-13,586.6033,3.4502017761379067
100016,2023-09-14,591.8832,0.9000801734323716
100016,2023-09-15,578.1898,-2.313530777693973
100016,2023-09-18,577.7262,-0.08018128303197702
100016,2023-09-19,570.7762,-1.2029920055555587
100016,2023-09-20,568.6757,-0.3680076359175444
100016,2023-09-21,567.4716,-0.2117375509451236
100016,2023-09-22,565.9735,-0.26399559026389907
100016,2023-09-25,563.5143,-0.43450797608013403
100016,2023-09-26,558.376,-0.9118313412809664
100016,2023-09-27,570.0712,2.094502629052819
100016,2023-09-28,579.8367,1.7130316353465957
100016,2023-09-29,574.2208,-0.9685313123505068
100016,2023-10-01,487.2879,-15.139280917723653
100016,2023-10-02,483.1532,-0.8485127580635465
100016,2023-10-03,543.1889,12.425810281293792
100016,2023-10-04,565.5706,4.120426614019546
100016,2023-10-05,558.0581,-1.3283045476550681
100016,2023-10-07,583.3333,4.529134152877634
100016,2023-10-08,572.2513,-1.8997715371298018
100016,2023-10-10,584.996,2.2271159541271457
100016,2023-10-11,566.2233,-3.209030489097364
100016,2023-10-13,572.2429,1.06311414595619
100016,2023-10-16,564.3101,-1.3862644691616022
100016,2023-10-17,564.6621,0.06237705119933601
100016,2023-10-18,559.0226,-0.9987388918080375
100016,2023-10-19,558.0026,-0.18246131730631499
100016,2023-10-20,565.0774,1.2678793969777225
100016,2023-10-23,571.3805,1.115440114929389
100016,2023-10-24,571.5127,0.023136946395618807
100016,2023-10-25,571.3686,-0.025213787900069118
100016,2023-10-26,581.22,1.7241759522661937
100016,2023-10-27,584.1967,0.5121468634940118
100016,2023-10-30,582.8108,-0.237231740610655
100016,2023-10-31,575.8241,-1.1987938452753366
100016,2023-11-01,488.3757,-15.18665161808963
100016,2023-11-04,567.4627,16.193885158495824
100016,2023-11-05,560.0718,-1.3024468392371813
100016,2023-11-07,583.962,4.265560237098165
100016,2023-11-08,574.7646,-1.5749997431339757
100016,2023-11-09,595.1135,3.540388534714922
100016,2023-11-10,582.8431,-2.0618587882815675
100016,2023-11-12,576.9838,-1.0052962795647824
100016,2023-11-13,571.3794,-0.9713270979185062
100016,2023-11-14,568.4997,-0.5039908684142391
100016,2023-11-15,569.0566,0.09795959434983903
100016,2023-11-16,565.5671,-0.6132078953130504
100016,2023-11-17,567.6605,0.37014175683132144
100016,2023-11-20,566.87,-0.13925576995403866
100016,2023-11-21,562.4839,-0.7737400109372627
100016,2023-11-22,569.4269,1.2343464408492544
100016,2023-11-23,574.4072,0.8746162150049308
100016,2023-11-24,571.6459,-0.48072169011809107
100016,2023-11-27,574.4572,0.4917904597933731
100016,2023-11-28,577.4842,0.5269322066117521
100016,2023-11-29,581.0643,0.6199476972703399
100016,2023-11-30,572.7421,-1.432233919722814
100016,2023-12-01,487.9931,-14.79706136496689
100016,2023-12-04,573.9037,17.604880069000963
100016,2023-12-05,555.9534,-3.127754708673247
100016,2023-12-06,566.5874,1.9127502412972008
100016,2023-12-07,582.3508,2.78216564646514
100016,2023-12-09,589.7951,1.2783188414955404
100016,2023-12-10,576.473,-2.258767493999203
100016,2023-12-12,584.4006,1.3751901650207454
100016,2023-12-13,577.8064,-1.1283698202910863
100016,2023-12-14,573.0112,-0.8298973497005258
100016,2023-12-15,571.634,-0.24034434230953972
100016,2023-12-18,579.1181,1.3092468257661416
100016,2023-12-19,583.3816,0.7362056202353306
100016,2023-12-20,582.8708,-0.08755846944779044
100016,2023-12-21,584.7593,0.32399976118206997
100016,2023-12-22,581.9713,-0.4767773680555365
100016,2023-12-25,582.9892,0.17490553228312056
100016,2023-12-26,583.6674,0.11633148607212984
100016,2023-12-27,588.9793,0.9100902328963212
100016,2023-12-28,594.3311,0.9086567218915986
100016,2023-12-29,597.2339,0.48841462275825975
100016,2024-01-01,595.6357,-0.26760034887501893
100016,2024-01-02,617.8723,3.7332550752078753
100016,2024-01-03,610.7152,-1.1583461501672776
100016,2024-01-04,641.8287,5.094600560130158
100016,2024-01-05,634.7763,-1.0987978568113288
100016,2024-01-07,640.5906,0.915960473004418
100016,2024-01-08,646.1817,0.8728039406135535
100016,2024-01-10,564.4593,-12.646969111010108
100016,2024-01-11,554.1093,-1.8336131586458082
100016,2024-01-15,593.129,7.04187783890291
100016,2024-01-16,594.4085,0.21572035762877917
100016,2024-01-17,599.5594,0.866558940526585
100016,2024-01-18,605.2836,0.9547344266473079
100016,2024-01-19,602.4306,-0.4713492980810918
100016,2024-01-22,599.4751,-0.49059592922404693
100016,2024-01-23,594.3074,-0.8620374724488067
100016,2024-01-24,598.2899,0.6701077590485882
100016,2024-01-25,606.2963,1.3382141333156294
100016,2024-01-26,604.9258,-0.22604459238824148
100016,2024-01-29,603.9507,-0.16119332321418156
100016,2024-01-30,612.1297,1.354249610108904
100016,2024-01-31,615.1823,0.49868516427158394
100016,2024-02-01,599.8546,-2.491570384908681
100016,2024-02-02,611.7323,1.9800965100542633
100016,2024-02-04,646.0847,5.6155936183196475
100016,2024-02-05,624.0991,-3.4028974838747894
100016,2024-02-07,636.3365,1.9608103905293106
100016,2024-02-08,643.3834,1.1074172234344593
100016,2024-02-09,609.337,-5.291774702300378
100016,2024-02-10,562.3501,-7.711151628737467
100016,2024-02-12,587.1478,4.4096551240943915
100016,2024-02-13,592.7717,0.9578337856328556
100016,2024-02-14,598.1139,0.9012238607207346
100016,2024-02-15,604.4037,1.0516057225889552
100016,2024-02-16,594.4189,-1.6520084175526972
100016,2024-02-19,599.8798,0.9186955529173257
100016,2024-02-20,595.9144,-0.6610324268295109
100016,2024-02-21,600.7451,0.8106365612242206
100016,2024-02-22,600.6923,-0.00878908542074619
100016,2024-02-23,601.1548,0.07699449451907814
100016,2024-02-26,600.484,-0.11158523561651812
100016,2024-02-27,607.2508,1.1268909746138034
100016,2024-02-28,600.9583,-1.0362275356409656
100016,2024-02-29,604.5003,0.5893919761154942
100016,2024-03-01,599.6775,-0.7978159812327634
100016,2024-03-04,643.8872,7.372245915512932
100016,2024-03-05,616.2197,-4.296948285351842
100016,2024-03-06,667.9269,8.391033262974235
100016,2024-03-07,634.6149,-4.987372121110855
100016,2024-03-09,605.5466,-4.580462891747428
100016,2024-03-10,565.2797,-6.649678158543038
100016,2024-03-12,592.0396,4.733921985877054
100016,2024-03-13,636.388,7.490782711156507
100016,2024-03-14,644.0928,1.2107079328962822
100016,2024-03-15,641.6375,-0.38120283288369805
100016,2024-03-18,634.0199,-1.1872124057587086
100016,2024-03-19,631.4621,-0.40342582306960306
100016,2024-03-20,635.2466,0.5993233798196274
100016,2024-03-21,643.4252,1.2874685200991332
100016,2024-03-22,644.3884,0.1496988305711433
